day,month,year,location,total_cases,total_vaccinations,new_cases
02,08,2021,Kiribati,2.0,0.0,0.0
02,08,2021,Marshall Islands,4.0,0.0,0.0
02,08,2021,Micronesia (country),1.0,0.0,0.0
02,08,2021,Nauru,0.0,0.0,0.0
02,08,2021,New Caledonia,0.0,130078.0,0.0
02,08,2021,New Zealand,2878.0,1981303.0,0.0
02,08,2021,Niue,0.0,2352.0,0.0
02,08,2021,Papua New Guinea,17774.0,100409.0,57.0
02,08,2021,Pitcairn,0.0,83.0,0.0
02,08,2021,Samoa,3.0,92415.0,0.0
02,08,2021,Solomon Islands,20.0,40404.0,0.0
02,08,2021,Tokelau,0.0,953.0,0.0
02,08,2021,Tonga,0.0,47553.0,0.0
02,08,2021,Tuvalu,0.0,0.0,0.0
02,08,2021,Vanuatu,4.0,0.0,0.0
02,08,2021,Wallis and Futuna,0.0,9372.0,0.0
02,09,2020,Australia,26049.0,0.0,126.0
02,09,2020,Fiji,29.0,0.0,0.0
02,09,2020,New Zealand,1759.0,0.0,2.0
02,09,2020,Papua New Guinea,471.0,0.0,11.0
02,09,2021,Australia,58208.0,20329483.0,1648.0
02,09,2021,Fiji,47256.0,0.0,250.0
02,09,2021,French Polynesia,0.0,0.0,0.0
02,09,2021,Kiribati,2.0,0.0,0.0
02,09,2021,Marshall Islands,4.0,0.0,0.0
02,09,2021,Micronesia (country),1.0,0.0,0.0
02,09,2021,New Caledonia,0.0,0.0,0.0
02,09,2021,New Zealand,3730.0,3694361.0,84.0
02,09,2021,Palau,2.0,0.0,0.0
02,09,2021,Papua New Guinea,17926.0,0.0,0.0
02,09,2021,Pitcairn,0.0,0.0,0.0
02,09,2021,Samoa,3.0,0.0,0.0
02,09,2021,Solomon Islands,20.0,0.0,0.0
02,09,2021,Tonga,0.0,0.0,0.0
02,09,2021,Tuvalu,0.0,0.0,0.0
02,09,2021,Vanuatu,4.0,0.0,0.0
02,09,2021,Wallis and Futuna,0.0,0.0,0.0
02,10,2020,Australia,27121.0,0.0,12.0
02,10,2020,Fiji,32.0,0.0,0.0
02,10,2020,New Zealand,1849.0,0.0,1.0
02,10,2020,Papua New Guinea,539.0,0.0,0.0
02,10,2021,Australia,111388.0,28630736.0,1872.0
02,10,2021,Fiji,51168.0,0.0,38.0
02,10,2021,Kiribati,2.0,0.0,0.0
02,10,2021,Marshall Islands,4.0,0.0,0.0
02,10,2021,Micronesia (country),1.0,0.0,0.0
02,10,2021,New Zealand,4353.0,0.0,33.0
02,10,2021,Palau,5.0,0.0,0.0
02,10,2021,Papua New Guinea,20672.0,0.0,217.0
02,10,2021,Samoa,3.0,0.0,0.0
02,10,2021,Solomon Islands,20.0,0.0,0.0
02,10,2021,Vanuatu,4.0,0.0,0.0
02,11,2020,Australia,27610.0,0.0,9.0
02,11,2020,Fiji,34.0,0.0,0.0
02,11,2020,Marshall Islands,2.0,0.0,0.0
02,11,2020,New Zealand,1968.0,0.0,5.0
02,11,2020,Papua New Guinea,590.0,0.0,1.0
02,11,2020,Solomon Islands,13.0,0.0,5.0
02,12,2020,Australia,27939.0,0.0,16.0
02,12,2020,Fiji,42.0,0.0,0.0
02,12,2020,Marshall Islands,4.0,0.0,0.0
02,12,2020,New Zealand,2069.0,0.0,9.0
02,12,2020,Papua New Guinea,669.0,0.0,0.0
02,12,2020,Samoa,2.0,0.0,0.0
02,12,2020,Solomon Islands,17.0,0.0,0.0
02,12,2020,Vanuatu,1.0,0.0,0.0
03,01,2021,Australia,28504.0,0.0,20.0
03,01,2021,Fiji,49.0,0.0,0.0
03,01,2021,Marshall Islands,4.0,0.0,0.0
03,01,2021,New Zealand,2181.0,0.0,0.0
03,01,2021,Papua New Guinea,799.0,0.0,19.0
03,01,2021,Samoa,2.0,0.0,0.0
03,01,2021,Solomon Islands,17.0,0.0,0.0
03,01,2021,Vanuatu,1.0,0.0,0.0
03,02,2020,Australia,12.0,0.0,0.0
03,02,2020,Fiji,0.0,0.0,0.0
03,02,2021,Australia,28838.0,0.0,9.0
03,02,2021,Fiji,56.0,0.0,1.0
03,02,2021,French Polynesia,0.0,0.0,0.0
03,02,2021,Marshall Islands,4.0,0.0,0.0
03,02,2021,Micronesia (country),1.0,0.0,0.0
03,02,2021,New Caledonia,0.0,0.0,0.0
03,02,2021,New Zealand,2313.0,0.0,5.0
03,02,2021,Papua New Guinea,867.0,0.0,0.0
03,02,2021,Samoa,2.0,0.0,0.0
03,02,2021,Solomon Islands,17.0,0.0,0.0
03,02,2021,Vanuatu,1.0,0.0,0.0
03,03,2020,Australia,39.0,0.0,9.0
03,03,2020,Fiji,0.0,0.0,0.0
03,03,2020,New Zealand,1.0,0.0,0.0
03,03,2021,Australia,29007.0,61008.0,11.0
03,03,2021,Fiji,63.0,0.0,4.0
03,03,2021,French Polynesia,0.0,0.0,0.0
03,03,2021,Marshall Islands,4.0,0.0,0.0
03,03,2021,Micronesia (country),1.0,0.0,0.0
03,03,2021,New Caledonia,0.0,0.0,0.0
03,03,2021,New Zealand,2389.0,11600.0,5.0
03,03,2021,Papua New Guinea,1365.0,0.0,0.0
03,03,2021,Samoa,3.0,0.0,0.0
03,03,2021,Solomon Islands,18.0,0.0,0.0
03,03,2021,Vanuatu,1.0,0.0,0.0
03,04,2020,Australia,5330.0,0.0,214.0
03,04,2020,Fiji,7.0,0.0,0.0
03,04,2020,New Zealand,868.0,0.0,71.0
03,04,2020,Papua New Guinea,1.0,0.0,0.0
03,04,2021,Australia,29348.0,843182.0,7.0
03,04,2021,Fiji,67.0,0.0,0.0
03,04,2021,French Polynesia,0.0,0.0,0.0
03,04,2021,Marshall Islands,4.0,0.0,0.0
03,04,2021,Micronesia (country),1.0,0.0,0.0
03,04,2021,New Caledonia,0.0,0.0,0.0
03,04,2021,New Zealand,2501.0,83927.0,0.0
03,04,2021,Papua New Guinea,6619.0,0.0,144.0
03,04,2021,Samoa,3.0,0.0,0.0
03,04,2021,Solomon Islands,19.0,0.0,0.0
03,04,2021,Vanuatu,3.0,0.0,0.0
03,04,2021,Wallis and Futuna,0.0,0.0,0.0
03,05,2020,Australia,6822.0,0.0,23.0
03,05,2020,Fiji,18.0,0.0,0.0
03,05,2020,New Zealand,1487.0,0.0,0.0
03,05,2020,Papua New Guinea,8.0,0.0,0.0
03,05,2021,Australia,29850.0,2316969.0,12.0
03,05,2021,Fiji,121.0,0.0,2.0
03,05,2021,French Polynesia,0.0,0.0,0.0
03,05,2021,Marshall Islands,4.0,0.0,0.0
03,05,2021,Micronesia (country),1.0,0.0,0.0
03,05,2021,Nauru,0.0,0.0,0.0
03,05,2021,New Caledonia,0.0,0.0,0.0
03,05,2021,New Zealand,2623.0,295467.0,1.0
03,05,2021,Papua New Guinea,11262.0,0.0,56.0
03,05,2021,Samoa,3.0,0.0,0.0
03,05,2021,Solomon Islands,20.0,0.0,0.0
03,05,2021,Tonga,0.0,0.0,0.0
03,05,2021,Tuvalu,0.0,0.0,0.0
03,05,2021,Vanuatu,4.0,0.0,0.0
03,05,2021,Wallis and Futuna,0.0,0.0,0.0
03,06,2020,Australia,7240.0,0.0,11.0
03,06,2020,Fiji,18.0,0.0,0.0
03,06,2020,New Zealand,1504.0,0.0,0.0
03,06,2020,Papua New Guinea,8.0,0.0,0.0
03,06,2021,Australia,30141.0,4786362.0,4.0
03,06,2021,Cook Islands,0.0,0.0,0.0
03,06,2021,Fiji,536.0,0.0,28.0
03,06,2021,French Polynesia,0.0,0.0,0.0
03,06,2021,Kiribati,2.0,0.0,0.0
03,06,2021,Marshall Islands,4.0,0.0,0.0
03,06,2021,Micronesia (country),1.0,0.0,0.0
03,06,2021,Nauru,0.0,0.0,0.0
03,06,2021,New Caledonia,0.0,0.0,0.0
03,06,2021,New Zealand,2683.0,715504.0,1.0
03,06,2021,Papua New Guinea,16185.0,0.0,275.0
03,06,2021,Samoa,3.0,0.0,0.0
03,06,2021,Solomon Islands,20.0,0.0,0.0
03,06,2021,Tonga,0.0,0.0,0.0
03,06,2021,Tuvalu,0.0,0.0,0.0
03,06,2021,Vanuatu,4.0,270.0,0.0
03,06,2021,Wallis and Futuna,0.0,0.0,0.0
03,07,2020,Australia,8260.0,0.0,194.0
03,07,2020,Fiji,18.0,0.0,0.0
03,07,2020,New Zealand,1530.0,0.0,0.0
03,07,2020,Papua New Guinea,11.0,0.0,0.0
03,07,2021,Australia,30753.0,8201367.0,19.0
03,07,2021,Cook Islands,0.0,0.0,0.0
03,07,2021,Fiji,5639.0,0.0,386.0
03,07,2021,French Polynesia,0.0,0.0,0.0
03,07,2021,Kiribati,2.0,0.0,0.0
03,07,2021,Marshall Islands,4.0,0.0,0.0
03,07,2021,Micronesia (country),1.0,0.0,0.0
03,07,2021,Nauru,0.0,0.0,0.0
03,07,2021,New Caledonia,0.0,0.0,0.0
03,07,2021,New Zealand,2752.0,1230603.0,9.0
